
                                      ARENA Simulation Results
                                                  

                                  Summary for Replication 1 of 5

Project: Unnamed Project                                             Run execution date : 2/ 2/2022
Analyst: None                                                        Model revision date: 1/31/2022

Replication ended at time      : 525600.0 Minutes 
Base Time Units: Minutes

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
two stage implant 2.NVATime                     --         --         --         --          0
two stage implant 2.WaitTime                    --         --         --         --          0
two stage implant 2.TranTime                    --         --         --         --          0
two stage implant 2.OtherTime                   --         --         --         --          0
two stage implant 2.TotalTime                   --         --         --         --          0
orthodontics_patient.VATime                 13559.     (Corr)     277.48      2.5705E+5   2658    
orthodontics_patient.NVATime                .00000     .00000     .00000     .00000       2658    
orthodontics_patient.WaitTime               1608.0     52.428     402.25     29514.       2658    
orthodontics_patient.TranTime               48.592     (Corr)     30.000     50.000       2658    
orthodontics_patient.OtherTime              .00000     .00000     .00000     .00000       2658    
orthodontics_patient.TotalTime              14364.     (Corr)     507.66      2.5758E+5   2658    
restorative_patient.VATime                  7086.4     (Corr)     248.70      2.5555E+5   5207    
restorative_patient.NVATime                 .00000     .00000     .00000     .00000       5207    
restorative_patient.WaitTime                2894.5     94.919     785.34     33368.       5207    
restorative_patient.TranTime                49.297     (Corr)     30.000     50.000       5207    
restorative_patient.OtherTime               .00000     .00000     .00000     .00000       5207    
restorative_patient.TotalTime               8872.6     (Corr)     670.44      2.5635E+5   5207    
Admission.Queue.WaitingTime                 .00000     .00000     .00000     .00000      13143    
Batch 2.Queue.WaitingTime                   2132.5     328.53     .00000     11280.        480    
normal implant brush.Queue.WaitingTime          --         --         --         --          0
Batch 7.Queue.WaitingTime                   296.89     30.538     .00000     3600.0       2164    
sature.Queue.WaitingTime                    309.63     (Corr)     .00000     2254.3       1840    
implant fixture polishing.Queue.WaitingTim  7.8830     1.4681     .00000     57.438        480    
normal crown polish.Queue.WaitingTime           --         --         --         --          0
sonication and immersion.Queue.WaitingTime  6.3317     (Insuf)    .00000     41.603         96    
Dentures polishing.Queue.WaitingTime        .39222     .17607     .00000     33.000       2161    
Dentures Examination.Queue.WaitingTime      30.757     (Corr)     .00000     735.61       2647    
join patient crown and fixture.Queue.Waiti  792.90     89.614     .00000     2305.4        470    
Hold for call.Queue.WaitingTime             16266.     (Corr)     270.03      2.5915E+5  13489    
normal sonication and immersion.Queue.Wait  1.2032     .48980     .00000     78.869        598    
Match 6.Queue1.WaitingTime                  53.309     .12306     40.024     69.910      13489    
Match 6.Queue2.WaitingTime                  .00000     .00000     .00000     .00000      13489    
dentures UV curing.Queue.WaitingTime        11.300     .09635     .00000     28.638       2164    
crowns post cure.Queue.WaitingTime          3.1820     1.0785     .00000     32.310        326    
aligners brush.Queue.WaitingTime            .98131     .12656     .00000     21.357       2660    
Implanr examination 1.Queue.WaitingTime     1038.2     (Corr)     .00000     5606.0       2601    
normal crowns 3DP.Queue.WaitingTime             --         --         --         --          0
Batch 1.Queue.WaitingTime                   4527.5     (Corr)     .00000     17040.        480    
Batch 3.Queue.WaitingTime                       --         --         --         --          0
Photographing.Queue.WaitingTime             .00000     .00000     .00000     .00000       2662    
immediate fixtures 3DP.Queue.WaitingTime    31.474     (Insuf)    .00000     201.26         96    
Match 3.Queue1.WaitingTime                  17.184     2.3823     .00000     93.443       2164    
Match 3.Queue2.WaitingTime                  14.023     1.3458     .00000     47.411       2164    
immediate implant brush.Queue.WaitingTime   .37886     (Insuf)    .00000     14.301         48    
aligners ultra sonic.Queue.WaitingTime      2.9468     (Corr)     .00000     86.462       2660    
join patient and crown.Queue.WaitingTime    423.27     (Corr)     .00000     2099.1       1077    
Hold 6.Queue.WaitingTime                    122.25     3.3856     .00116     239.80       1078    
Hold 2.Queue.WaitingTime                    216.55     4.8638     .15492     479.98      13506    
Hold 1.Queue.WaitingTime                    122.35     1.6004     .02250     239.96      12451    
aligners thermoforming.Queue.WaitingTime    4.0757     .25182     .00000     45.000       2660    
3DP dentures base.Queue.WaitingTime         16.350     2.2183     .00000     169.34        541    
3DP aligners.Queue.WaitingTime              23.665     (Corr)     .00000     293.07       2660    
Batch 8.Queue.WaitingTime                   751.56     21.684     .00000     2880.0       5216    
3DP crown.Queue.WaitingTime                 24.018     6.5573     .00000     221.20        326    
dentures post cure.Queue.WaitingTime        11.648     .34053     .00000     59.433       2162    
normal implant fixture polishing.Queue.Wai  6.7069     .36063     .00000     59.540       2990    
examination by orthodentics.Queue.WaitingT  43.490     2.7512     .00000     239.32       2658    
immediate crown polish.Queue.WaitingTime    14.987     1.2886     .00000     50.000        480    
join patient and fixture.Queue.WaitingTime  395.27     (Corr)     .00000     2261.0       1908    
aligners post cure.Queue.WaitingTime        3.0172     (Corr)     .00000     52.075       2660    
immediate crowns 3DP.Queue.WaitingTime      31.502     (Insuf)    .00000     140.32         48    
restoration.Queue.WaitingTime               366.05     3.9438     .00000     1042.9       5208    
normal sonication and acid etched.Queue.Wa  5.4849     1.4678     .00000     90.000        598    
Batch 6.Queue.WaitingTime                   296.89     30.538     .00000     3600.0       2164    
scanning process.Queue.WaitingTime          2.0222     (Corr)     .00000     43.739      12452    
crowns brush.Queue.WaitingTime              .46111     .31160     .00000     18.305        326    
implant post cure.Queue.WaitingTime         4.8655     (Insuf)    .00000     46.035         48    
Orthodentics Examination.Queue.WaitingTime  23.136     2.7102     .00000     265.48       2662    
Implant examinatio 3.Queue.WaitingTime      945.07     (Corr)     .00000     5636.5       1920    
Implant examinatio 2.Queue.WaitingTime      870.33     (Corr)     .00000     5610.5        482    
scanning2.Queue.WaitingTime                 1.9041     (Corr)     .00000     14.072       1840    
Match 1.Queue1.WaitingTime                  2408.4     360.57     .00000     10112.        480    
Match 1.Queue2.WaitingTime                  4.1183     2.5473     .00000     78.000        480    
Denture installation.Queue.WaitingTime      74.209     3.9786     .00000     494.71       2160    
crowns polishing.Queue.WaitingTime          23.030     .25555     .00000     59.602       5216    
Restoration Examination.Queue.WaitingTime   .00104     .00112     .00000     2.2398       5224    
norma implant post cure.Queue.WaitingTime       --         --         --         --          0
3DP dentures teeth.Queue.WaitingTime        49.672     3.9277     .00000     226.72        541    
sonication and acid etched.Queue.WaitingTi  17.916     (Insuf)    .00000     90.000         96    
normal fixtures 3DP.Queue.WaitingTime       16.899     3.3735     .00000     199.44        598    
Batch 4.Queue.WaitingTime                   342.06     (Corr)     .00000     3600.0       2990    

                                     DISCRETE-CHANGE VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Final Value
___________________________________________________________________________________________________

Dentures revenue Value                       2.0672E+5 (Corr)     .00000      4.9690E+5  4.9690E+5
Restoration revenue Value                    1.0438E+5 (Corr)     .00000      2.0882E+5  2.0882E+5
Implant revenue Value                        1.3100E+5 (Corr)     .00000      3.3108E+5  3.3108E+5
Orthodontics revenue Value                   9.3450E+5 (Corr)     .00000      1.8786E+6  1.8786E+6
Entity 1.WIP                                2.0000     (Insuf)    .00000     2.0000     2.0000    
immediate implant 1.WIP                     .00000     (Insuf)    .00000     .00000     .00000    
Implant type 2.WIP                          2054.9     (Corr)     .00000     2956.0     2850.0    
Implant type 1.WIP                          71.982     (Corr)     .00000     172.00     129.00    
patient.WIP                                 .31267      6.1318E-4 .00000     1.0000     1.0000    
dentures_patient.WIP                        704.60     (Corr)     .00000     997.00     907.00    
Implant_patient.WIP                         168.98     (Corr)     .00000     232.00     207.00    
two stage implant 2.WIP                     .00000     (Insuf)    .00000     .00000     .00000    
orthodontics_patient.WIP                    114.49     (Corr)     .00000     173.00     145.00    
restorative_patient.WIP                     160.07     (Corr)     .00000     234.00     171.00    
post curing machine.NumberBusy              .24198     (Corr)     .00000     1.0000     1.0000    
post curing machine.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
post curing machine.Utilization             .24198     (Corr)     .00000     1.0000     1.0000    
Restoration doctor 2.NumberBusy             .14658     .00838     .00000     1.0000     .00000    
Restoration doctor 2.NumberScheduled        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Restoration doctor 2.Utilization            .14658     .00838     .00000     1.0000     .00000    
Restoration doctor 1.NumberBusy             .64856     .01457     .00000     1.0000     1.0000    
Restoration doctor 1.NumberScheduled        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Restoration doctor 1.Utilization            .64856     .01457     .00000     1.0000     1.0000    
3DP.NumberBusy                              .70235     (Corr)     .00000     2.0000     .00000    
3DP.NumberScheduled                         2.0000     (Insuf)    2.0000     2.0000     2.0000    
3DP.Utilization                             .35118     (Corr)     .00000     1.0000     .00000    
Scanner.NumberBusy                          .31807     (Corr)     .00000     1.0000     1.0000    
Scanner.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Scanner.Utilization                         .31807     (Corr)     .00000     1.0000     1.0000    
Denture doctor.NumberBusy                   .43690     (Corr)     .00000     1.0000     .00000    
Denture doctor.NumberScheduled              1.0000     (Insuf)    1.0000     1.0000     1.0000    
Denture doctor.Utilization                  .43690     (Corr)     .00000     1.0000     .00000    
orthodontist doctor.NumberBusy              .48045     .01623     .00000     1.0000     .00000    
orthodontist doctor.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
orthodontist doctor.Utilization             .48045     .01623     .00000     1.0000     .00000    
polisher.NumberBusy                         .06465     (Corr)     .00000     1.0000     .00000    
polisher.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
polisher.Utilization                        .06465     (Corr)     .00000     1.0000     .00000    
ultra sonic cleaner.NumberBusy              .15624     (Corr)     .00000     1.0000     .00000    
ultra sonic cleaner.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
ultra sonic cleaner.Utilization             .15624     (Corr)     .00000     1.0000     .00000    
photographer.NumberBusy                     .07616     .00295     .00000     1.0000     .00000    
photographer.NumberScheduled                1.0000     (Insuf)    1.0000     1.0000     1.0000    
photographer.Utilization                    .07616     .00295     .00000     1.0000     .00000    
Implant doctor.NumberBusy                   .83640     (Corr)     .00000     1.0000     1.0000    
Implant doctor.NumberScheduled              1.0000     (Insuf)    1.0000     1.0000     1.0000    
Implant doctor.Utilization                  .83640     (Corr)     .00000     1.0000     1.0000    
UV machine.NumberBusy                       .03095     (Corr)     .00000     1.0000     .00000    
UV machine.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
UV machine.Utilization                      .03095     (Corr)     .00000     1.0000     .00000    
Addmission Worker.NumberBusy                .31267      6.1318E-4 .00000     1.0000     1.0000    
Addmission Worker.NumberScheduled           1.0000     (Insuf)    1.0000     1.0000     1.0000    
Addmission Worker.Utilization               .31267      6.1318E-4 .00000     1.0000     1.0000    
brush.NumberBusy                            .08713     .00293     .00000     1.0000     .00000    
brush.NumberScheduled                       1.0000     (Insuf)    1.0000     1.0000     1.0000    
brush.Utilization                           .08713     .00293     .00000     1.0000     .00000    
Thermoforming machine.NumberBusy            .22771     .00772     .00000     1.0000     1.0000    
Thermoforming machine.NumberScheduled       1.0000     (Insuf)    1.0000     1.0000     1.0000    
Thermoforming machine.Utilization           .22771     .00772     .00000     1.0000     1.0000    
Admission.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    
Batch 2.Queue.NumberInQueue                 1.9479     .18818     .00000     5.0000     1.0000    
normal implant brush.Queue.NumberInQueue    .00000     (Insuf)    .00000     .00000     .00000    
Batch 7.Queue.NumberInQueue                 1.2223     (Corr)     .00000     4.0000     .00000    
sature.Queue.NumberInQueue                  1.0839     (Corr)     .00000     12.000     .00000    
implant fixture polishing.Queue.NumberInQu  .00720     .00148     .00000     5.0000     .00000    
normal crown polish.Queue.NumberInQueue     .00000     (Insuf)    .00000     .00000     .00000    
sonication and immersion.Queue.NumberInQue  .00116     (Insuf)    .00000     1.0000     .00000    
Dentures polishing.Queue.NumberInQueue      .00161     (Insuf)    .00000     3.0000     .00000    
Dentures Examination.Queue.NumberInQueue    .15490     (Corr)     .00000     7.0000     .00000    
join patient crown and fixture.Queue.Numbe  .70902     .10795     .00000     10.000     .00000    
Hold for call.Queue.NumberInQueue           568.08     (Corr)     .00000     844.00     802.00    
normal sonication and immersion.Queue.Numb  .00137     (Insuf)    .00000     2.0000     .00000    
Match 6.Queue1.NumberInQueue                1.3681     (Corr)     .00000     45.000     .00000    
Match 6.Queue2.NumberInQueue                .00000     (Insuf)    .00000     1.0000     .00000    
dentures UV curing.Queue.NumberInQueue      .04653     (Corr)     .00000     3.0000     .00000    
crowns post cure.Queue.NumberInQueue        .00197     (Insuf)    .00000     1.0000     .00000    
aligners brush.Queue.NumberInQueue          .00497      6.1102E-4 .00000     1.0000     .00000    
Implanr examination 1.Queue.NumberInQueue   5.1489     (Corr)     .00000     29.000     8.0000    
normal crowns 3DP.Queue.NumberInQueue       .00000     (Insuf)    .00000     .00000     .00000    
Batch 1.Queue.NumberInQueue                 4.1351     .27935     .00000     10.000     1.0000    
Batch 3.Queue.NumberInQueue                 .00000     (Insuf)    .00000     .00000     .00000    
Photographing.Queue.NumberInQueue           .00000     (Insuf)    .00000     .00000     .00000    
immediate fixtures 3DP.Queue.NumberInQueue  .00575     (Insuf)    .00000     1.0000     .00000    
Match 3.Queue1.NumberInQueue                .07075     (Corr)     .00000     4.0000     .00000    
Match 3.Queue2.NumberInQueue                .05774     (Corr)     .00000     4.0000     .00000    
immediate implant brush.Queue.NumberInQueu   3.4599E-5 (Insuf)    .00000     1.0000     .00000    
aligners ultra sonic.Queue.NumberInQueue    .01491     (Corr)     .00000     2.0000     .00000    
join patient and crown.Queue.NumberInQueue  .86732     (Corr)     .00000     11.000     .00000    
Hold 6.Queue.NumberInQueue                  .25074     (Corr)     .00000     6.0000     .00000    
Hold 2.Queue.NumberInQueue                  5.5647     (Corr)     .00000     45.000     .00000    
Hold 1.Queue.NumberInQueue                  2.8983     (Corr)     .00000     16.000     .00000    
aligners thermoforming.Queue.NumberInQueue  .02063     .00165     .00000     2.0000     .00000    
3DP dentures base.Queue.NumberInQueue       .01683     (Insuf)    .00000     1.0000     .00000    
3DP aligners.Queue.NumberInQueue            .11977     .01984     .00000     4.0000     .00000    
Batch 8.Queue.NumberInQueue                 7.4627     .13269     .00000     16.000     6.0000    
3DP crown.Queue.NumberInQueue               .01490     (Insuf)    .00000     1.0000     .00000    
dentures post cure.Queue.NumberInQueue      .04795     (Corr)     .00000     4.0000     2.0000    
normal implant fixture polishing.Queue.Num  .03815     (Corr)     .00000     5.0000     .00000    
examination by orthodentics.Queue.NumberIn  .21994     .01891     .00000     7.0000     .00000    
immediate crown polish.Queue.NumberInQueue  .01369     .00201     .00000     10.000     .00000    
join patient and fixture.Queue.NumberInQue  1.4349     (Corr)     .00000     17.000     .00000    
aligners post cure.Queue.NumberInQueue      .01527     .00144     .00000     2.0000     .00000    
immediate crowns 3DP.Queue.NumberInQueue    .00288     (Insuf)    .00000     1.0000     .00000    
restoration.Queue.NumberInQueue             3.6330     (Corr)     .00000     21.000     8.0000    
normal sonication and acid etched.Queue.Nu  .00624     (Insuf)    .00000     2.0000     .00000    
Batch 6.Queue.NumberInQueue                 1.2223     (Corr)     .00000     4.0000     .00000    
scanning process.Queue.NumberInQueue        .04791     (Corr)     .00000     4.0000     .00000    
crowns brush.Queue.NumberInQueue             2.8600E-4 (Insuf)    .00000     1.0000     .00000    
implant post cure.Queue.NumberInQueue        4.4434E-4 (Insuf)    .00000     1.0000     .00000    
Orthodentics Examination.Queue.NumberInQue  .11718     .01724     .00000     3.0000     .00000    
Implant examinatio 3.Queue.NumberInQueue    3.4570     (Corr)     .00000     25.000     6.0000    
Implant examinatio 2.Queue.NumberInQueue    .79860     (Corr)     .00000     7.0000     1.0000    
scanning2.Queue.NumberInQueue               .00667     (Corr)     .00000     2.0000     .00000    
Match 1.Queue1.NumberInQueue                2.1994     .22918     .00000     10.000     .00000    
Match 1.Queue2.NumberInQueue                .00376     (Insuf)    .00000     5.0000     .00000    
Denture installation.Queue.NumberInQueue    .30497     (Corr)     .00000     11.000     .00000    
crowns polishing.Queue.NumberInQueue        .22855     .00699     .00000     16.000     .00000    
Restoration Examination.Queue.NumberInQueu   1.0386E-5 (Insuf)    .00000     1.0000     .00000    
norma implant post cure.Queue.NumberInQueu  .00000     (Insuf)    .00000     .00000     .00000    
3DP dentures teeth.Queue.NumberInQueue      .05113     (Corr)     .00000     2.0000     .00000    
sonication and acid etched.Queue.NumberInQ  .00327     (Insuf)    .00000     1.0000     .00000    
normal fixtures 3DP.Queue.NumberInQueue     .01923     (Insuf)    .00000     1.0000     .00000    
Batch 4.Queue.NumberInQueue                 1.9471     .08782     .00000     5.0000     3.0000    

                                             COUNTERS

Identifier                                    Count   Limit
_____________________________________________________________

immediate_implant_count                         470  Infinite
denture_count                                  2160  Infinite
restoration_count                              5207  Infinite
two_stage_count                                1077  Infinite
ortho_count                                    2658  Infinite

                                             OUTPUTS

Identifier                                   Value
_____________________________________________________________

Entity 1.NumberIn                           2.0000    
Entity 1.NumberOut                          .00000    
immediate implant 1.NumberIn                .00000    
immediate implant 1.NumberOut               .00000    
Implant type 2.NumberIn                     9263.0    
Implant type 2.NumberOut                    6413.0    
Implant type 1.NumberIn                     2539.0    
Implant type 1.NumberOut                    2410.0    
patient.NumberIn                            13143.    
patient.NumberOut                           13142.    
dentures_patient.NumberIn                   12381.    
dentures_patient.NumberOut                  11474.    
Implant_patient.NumberIn                    2609.0    
Implant_patient.NumberOut                   2402.0    
two stage implant 2.NumberIn                .00000    
two stage implant 2.NumberOut               .00000    
orthodontics_patient.NumberIn               7982.0    
orthodontics_patient.NumberOut              7837.0    
restorative_patient.NumberIn                15989.    
restorative_patient.NumberOut               15818.    
post curing machine.NumberSeized            5196.0    
post curing machine.ScheduledUtilization    .24198    
Restoration doctor 2.NumberSeized           2569.0    
Restoration doctor 2.ScheduledUtilization   .14658    
Restoration doctor 1.NumberSeized           7863.0    
Restoration doctor 1.ScheduledUtilization   .64856    
3DP.NumberSeized                            4810.0    
3DP.ScheduledUtilization                    .35118    
Scanner.NumberSeized                        14292.    
Scanner.ScheduledUtilization                .31807    
Denture doctor.NumberSeized                 4807.0    
Denture doctor.ScheduledUtilization         .43690    
orthodontist doctor.NumberSeized            5320.0    
orthodontist doctor.ScheduledUtilization    .48045    
polisher.NumberSeized                       11327.    
polisher.ScheduledUtilization               .06465    
ultra sonic cleaner.NumberSeized            4048.0    
ultra sonic cleaner.ScheduledUtilization    .15624    
photographer.NumberSeized                   2662.0    
photographer.ScheduledUtilization           .07616    
Implant doctor.NumberSeized                 10298.    
Implant doctor.ScheduledUtilization         .83640    
UV machine.NumberSeized                     2164.0    
UV machine.ScheduledUtilization             .03095    
Addmission Worker.NumberSeized              13143.    
Addmission Worker.ScheduledUtilization      .31267    
brush.NumberSeized                          3034.0    
brush.ScheduledUtilization                  .08713    
Thermoforming machine.NumberSeized          2660.0    
Thermoforming machine.ScheduledUtilization  .22771    
System.NumberOut                            11572.    


                                      ARENA Simulation Results
                                                  

                                  Summary for Replication 2 of 5

Project: Unnamed Project                                             Run execution date : 2/ 2/2022
Analyst: None                                                        Model revision date: 1/31/2022

Replication ended at time      : 525600.0 Minutes 
Base Time Units: Minutes

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
___________________________________________________________________________________________________

tis_twostage_implant                         2.3094E+5 (Corr)      1.4715E+5  4.8005E+5   1055    
tis_immediate_implant                       34075.     (Corr)     688.69      3.2586E+5    440    
tis_ortho_patients                          868.03     7.7323     442.53     1398.4       2661    
tis_restoration                             1830.0     28.625     494.30     3760.3       5232    
tis_denture                                  1.0189E+5 721.54     81322.      1.2264E+5   2092    
Entity 1.VATime                                 --         --         --         --          0
Entity 1.NVATime                                --         --         --         --          0
Entity 1.WaitTime                               --         --         --         --          0
Entity 1.TranTime                               --         --         --         --          0
Entity 1.OtherTime                              --         --         --         --          0
Entity 1.TotalTime                              --         --         --         --          0
immediate implant 1.VATime                      --         --         --         --          0
immediate implant 1.NVATime                     --         --         --         --          0
immediate implant 1.WaitTime                    --         --         --         --          0
immediate implant 1.TranTime                    --         --         --         --          0
immediate implant 1.OtherTime                   --         --         --         --          0
immediate implant 1.TotalTime                   --         --         --         --          0
Implant type 2.VATime                       91611.     (Corr)     14966.      6.1119E+5   1055    
Implant type 2.NVATime                      .00000     .00000     .00000     .00000       1055    
Implant type 2.WaitTime                      2.0406E+5 (Corr)      1.3289E+5  3.3414E+5   1055    
Implant type 2.TranTime                     93.459     .77150     60.000     100.00       1055    
Implant type 2.OtherTime                    .00000     .00000     .00000     .00000       1055    
Implant type 2.TotalTime                     2.4004E+5 (Corr)      1.4819E+5  4.9395E+5   1055    
Implant type 1.VATime                       28255.     (Corr)     288.75      4.5501E+5    440    
Implant type 1.NVATime                      .00000     .00000     .00000     .00000        440    
Implant type 1.WaitTime                     20421.     2935.0     857.65     96573.        440    
Implant type 1.TranTime                     49.000     .59149     30.000     50.000        440    
Implant type 1.OtherTime                    .00000     .00000     .00000     .00000        440    
Implant type 1.TotalTime                    40753.     (Corr)     827.96      3.2586E+5    440    
patient.VATime                                  --         --         --         --          0
patient.NVATime                                 --         --         --         --          0
patient.WaitTime                                --         --         --         --          0
patient.TranTime                                --         --         --         --          0
patient.OtherTime                               --         --         --         --          0
patient.TotalTime                               --         --         --         --          0
dentures_patient.VATime                      1.1591E+5 (Corr)     81032.      3.7423E+5   2092    
dentures_patient.NVATime                    .00000     .00000     .00000     .00000       2092    
dentures_patient.WaitTime                   2061.4     96.074     601.08     32833.       2092    
dentures_patient.TranTime                   48.432     (Corr)     30.000     50.000       2092    
dentures_patient.OtherTime                  .00000     .00000     .00000     .00000       2092    
dentures_patient.TotalTime                   1.0874E+5 (Corr)     81322.      2.5732E+5   2092    
Implant_patient.VATime                          --         --         --         --          0
Implant_patient.NVATime                         --         --         --         --          0
Implant_patient.WaitTime                        --         --         --         --          0
Implant_patient.TranTime                        --         --         --         --          0
Implant_patient.OtherTime                       --         --         --         --          0
Implant_patient.TotalTime                       --         --         --         --          0
two stage implant 2.VATime                      --         --         --         --          0
two stage implant 2.NVATime                     --         --         --         --          0
two stage implant 2.WaitTime                    --         --         --         --          0
two stage implant 2.TranTime                    --         --         --         --          0
two stage implant 2.OtherTime                   --         --         --         --          0
two stage implant 2.TotalTime                   --         --         --         --          0
orthodontics_patient.VATime                 13487.     (Corr)     278.95      2.5945E+5   2661    
orthodontics_patient.NVATime                .00000     .00000     .00000     .00000       2661    
orthodontics_patient.WaitTime               1751.1     (Corr)     397.01     34581.       2661    
orthodontics_patient.TranTime               48.624     (Corr)     30.000     50.000       2661    
orthodontics_patient.OtherTime              .00000     .00000     .00000     .00000       2661    
orthodontics_patient.TotalTime              14362.     (Corr)     486.83      2.6016E+5   2661    
restorative_patient.VATime                  8038.0     (Corr)     241.34      2.5916E+5   5232    
restorative_patient.NVATime                 .00000     .00000     .00000     .00000       5232    
restorative_patient.WaitTime                2802.9     68.773     672.08     31912.       5232    
restorative_patient.TranTime                49.189     (Corr)     30.000     50.000       5232    
restorative_patient.OtherTime               .00000     .00000     .00000     .00000       5232    
restorative_patient.TotalTime               9770.9     (Corr)     601.40      2.5995E+5   5232    
Admission.Queue.WaitingTime                 .00000     .00000     .00000     .00000      13142    
Batch 2.Queue.WaitingTime                   2250.0     298.84     .00000     12000.        445    
normal implant brush.Queue.WaitingTime          --         --         --         --          0
Batch 7.Queue.WaitingTime                   310.30     26.017     .00000     3600.0       2096    
sature.Queue.WaitingTime                    293.65     (Corr)     .00000     2077.6       1849    
implant fixture polishing.Queue.WaitingTim  7.4733     1.4409     .00000     43.843        445    
normal crown polish.Queue.WaitingTime           --         --         --         --          0
sonication and immersion.Queue.WaitingTime  3.9994     (Insuf)    .00000     42.459         89    
Dentures polishing.Queue.WaitingTime        .26913     .12976     .00000     45.791       2096    
Dentures Examination.Queue.WaitingTime      28.324     (Corr)     .00000     455.22       2630    
join patient crown and fixture.Queue.Waiti  723.91     (Corr)     .00000     2252.9        440    
Hold for call.Queue.WaitingTime             16152.     (Corr)     271.12      2.6007E+5  13400    
normal sonication and immersion.Queue.Wait  1.6444     .69130     .00000     88.244        595    
Match 6.Queue1.WaitingTime                  53.381     .10542     40.108     69.637      13400    
Match 6.Queue2.WaitingTime                  .00000     .00000     .00000     .00000      13400    
dentures UV curing.Queue.WaitingTime        11.255     .12665     .00000     29.080       2096    
crowns post cure.Queue.WaitingTime          2.9751     .72366     .00000     30.852        328    
aligners brush.Queue.WaitingTime            .97924     .14062     .00000     23.244       2663    
